id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,277,1,1,1,1
2,19,2,2,0,1
3,264,1,3,0,1
4,6,4,3,1,1
5,191,4,3,1,1
6,220,2,4,1,1
7,150,3,4,1,1
8,247,2,4,0,1
9,250,3,4,0,1
10,173,4,4,1,1
11,39,3,5,0,1
12,61,2,5,1,1
13,51,2,5,1,1
14,12,2,5,1,1
15,30,2,5,1,1
16,173,2,6,1,1
17,263,3,6,1,1
18,99,3,6,0,1
19,115,2,7,0,1
20,275,2,7,1,1
21,263,1,7,1,1
22,190,1,8,0,1
23,276,2,8,1,1
24,215,2,9,0,1
25,95,3,10,1,1
26,185,4,10,1,1
27,68,4,10,0,1
28,83,2,11,0,1
29,190,1,11,0,1
30,148,4,12,0,1
31,115,4,12,0,1
32,168,3,12,1,1
33,211,3,14,0,1
34,163,1,14,1,1
35,155,3,15,1,1
36,163,2,15,1,1
37,143,1,15,0,1
38,24,1,16,1,1
39,201,4,16,0,1
40,277,1,16,1,1
41,99,1,16,0,1
42,272,3,18,0,1
43,98,4,19,0,1
44,249,3,20,1,1
45,127,3,20,0,1
46,116,1,22,0,1
47,61,4,22,1,1
48,35,3,22,0,1
49,86,3,22,1,1
50,204,1,23,0,1
51,219,4,23,1,1
52,193,3,23,0,1
53,3,1,24,1,1
54,236,3,24,1,1
55,259,2,25,1,1
56,216,3,25,1,1
57,12,2,25,0,1
58,105,2,25,1,1
59,198,1,26,1,1
60,205,2,27,1,1
61,63,1,27,0,1
62,76,4,28,0,1
63,188,3,28,0,1
64,133,4,28,0,1
65,175,1,32,1,1
66,66,4,32,1,1
67,50,4,33,0,1
68,233,3,34,1,1
69,215,2,35,0,1
70,261,2,35,1,1
