id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,207,4,1,1,1
2,111,1,2,1,1
3,192,2,3,1,1
4,197,2,3,0,1
5,124,2,4,0,1
6,6,4,4,0,1
7,92,2,4,1,1
8,119,4,6,1,1
9,76,2,8,0,1
10,56,1,9,1,1
11,230,1,9,1,1
12,121,3,10,1,1
13,248,2,10,1,1
14,110,1,11,1,1
15,216,2,12,1,1
16,111,3,12,1,1
17,227,1,13,0,1
18,212,3,14,0,1
19,106,1,15,0,1
20,61,4,15,0,1
21,220,2,15,0,1
22,266,4,16,0,1
23,92,1,17,0,1
24,188,2,17,1,1
25,123,1,19,1,1
26,233,3,19,1,1
27,214,3,19,1,1
28,47,3,19,1,1
29,242,2,21,0,1
30,278,3,22,0,1
31,144,3,22,1,1
32,248,3,23,0,1
33,165,3,23,1,1
34,44,4,23,1,1
35,56,1,24,1,1
36,114,3,24,0,1
37,209,1,24,0,1
38,229,1,24,1,1
39,222,3,25,1,1
40,89,2,25,1,1
41,149,2,25,0,1
42,26,3,26,0,1
43,32,4,28,1,1
44,39,2,28,0,1
45,191,3,29,0,1
46,139,2,30,1,1
47,54,4,31,0,1
48,139,4,34,0,1
49,42,2,34,1,1
50,16,3,34,0,1
