id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,232,1,1,1,1
2,189,2,1,0,1
3,58,1,1,1,1
4,89,1,1,0,1
5,38,4,2,0,1
6,188,2,2,1,1
7,160,4,3,0,1
8,48,4,3,1,1
9,42,1,4,1,1
10,133,3,4,0,1
11,253,3,4,0,1
12,153,3,4,0,1
13,10,3,4,1,1
14,16,1,5,0,1
15,225,4,5,0,1
16,126,1,5,0,1
17,106,2,5,0,1
18,218,4,5,0,1
19,103,4,6,0,1
20,149,2,6,0,1
21,198,2,6,0,1
22,245,3,7,1,1
23,92,4,7,0,1
24,183,4,8,1,1
25,272,3,8,1,1
26,22,2,8,0,1
27,165,4,9,0,1
28,116,2,9,1,1
29,87,4,10,0,1
30,74,1,10,0,1
31,211,3,10,1,1
32,276,3,10,0,1
33,52,1,10,1,1
34,219,2,11,1,1
35,55,1,11,1,1
36,278,2,13,1,1
37,224,2,13,0,1
38,119,3,14,1,1
39,204,1,14,0,1
40,139,3,14,1,1
41,227,2,15,1,1
42,100,1,15,1,1
43,21,1,15,0,1
44,164,1,15,0,1
45,255,4,16,0,1
46,55,4,16,1,1
47,121,4,16,1,1
48,208,3,16,1,1
49,11,1,16,1,1
50,265,2,17,0,1
51,214,1,18,1,1
52,156,1,18,1,1
53,52,2,18,0,1
54,138,3,18,1,1
55,145,3,19,0,1
56,278,3,19,0,1
57,238,2,19,1,1
58,267,2,19,0,1
59,188,3,19,1,1
60,113,4,20,1,1
61,261,4,20,1,1
62,135,3,21,1,1
63,65,3,21,1,1
64,111,3,21,1,1
65,196,1,21,0,1
66,155,3,21,0,1
67,209,2,21,1,1
68,279,1,22,0,1
69,270,1,23,0,1
70,150,1,24,0,1
71,269,3,24,1,1
72,33,2,24,1,1
73,15,3,24,1,1
74,86,2,25,0,1
75,163,1,27,0,1
76,149,3,27,1,1
77,253,2,28,1,1
78,152,4,30,1,1
79,121,4,30,0,1
80,151,2,30,0,1
81,198,1,30,1,1
82,5,3,31,1,1
83,224,4,31,1,1
84,40,4,32,0,1
85,134,1,32,1,1
86,72,2,33,0,1
87,103,3,33,1,1
88,184,3,33,0,1
89,47,3,33,0,1
90,79,3,35,0,1
