id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,215,1,1,1,1
2,38,1,1,0,1
3,19,3,1,1,1
4,187,3,1,1,1
5,134,4,1,0,1
6,137,1,1,1,1
7,86,1,1,1,1
8,89,2,1,0,1
9,248,2,1,0,1
10,123,2,1,0,1
11,203,1,1,0,1
12,50,4,1,1,1
13,23,2,1,1,1
14,58,3,2,0,1
15,156,3,2,1,1
16,184,1,2,0,1
17,261,2,2,1,1
18,12,4,2,0,1
19,46,4,2,0,1
20,121,2,2,1,1
21,89,3,2,1,1
22,25,3,2,1,1
23,220,4,2,0,1
24,108,4,2,1,1
25,177,1,2,0,1
26,152,4,2,1,1
27,1,3,2,1,1
28,174,1,2,0,1
29,85,1,2,1,1
30,71,3,2,1,1
31,122,3,2,0,1
32,175,3,3,0,1
33,224,4,3,0,1
34,157,3,3,1,1
35,7,1,3,1,1
36,220,1,3,1,1
37,76,1,3,0,1
38,226,1,3,0,1
39,188,3,3,1,1
40,165,3,3,1,1
41,105,2,3,1,1
42,18,1,3,1,1
43,269,2,3,1,1
44,178,4,3,0,1
45,62,2,3,1,1
46,25,4,3,1,1
47,64,2,3,1,1
48,239,3,3,1,1
49,61,4,4,1,1
50,134,1,4,1,1
51,253,2,4,0,1
52,54,1,4,0,1
53,124,1,4,0,1
54,170,1,4,0,1
55,163,1,4,1,1
56,182,3,4,1,1
57,73,2,4,0,1
58,115,3,4,1,1
59,216,4,4,0,1
60,251,4,4,0,1
61,126,4,4,0,1
62,82,4,4,0,1
63,117,4,4,0,1
64,86,3,5,0,1
65,77,2,5,1,1
66,39,3,5,1,1
67,47,3,5,1,1
68,137,4,5,1,1
69,24,3,5,0,1
70,254,2,5,0,1
71,41,3,5,1,1
72,44,4,5,0,1
73,195,3,5,1,1
74,183,4,5,1,1
75,97,1,5,0,1
76,26,4,6,1,1
77,3,4,6,0,1
78,104,2,6,1,1
79,219,3,6,1,1
80,124,2,6,0,1
81,28,1,6,0,1
82,221,3,6,1,1
83,181,4,6,1,1
84,276,2,6,1,1
85,150,3,7,1,1
86,147,1,7,1,1
87,176,1,7,1,1
88,180,1,7,1,1
89,53,1,7,1,1
90,221,2,7,0,1
91,54,1,7,0,1
92,113,2,7,0,1
93,65,1,7,1,1
94,77,4,8,1,1
95,3,3,8,1,1
96,259,2,8,0,1
97,145,1,8,1,1
98,129,2,8,0,1
99,144,2,8,1,1
100,93,4,8,0,1
101,91,2,8,1,1
102,269,3,8,1,1
103,276,1,8,0,1
104,202,3,8,1,1
105,181,4,8,0,1
106,223,3,9,0,1
107,77,3,9,1,1
108,79,4,9,0,1
109,199,4,9,0,1
110,51,2,9,0,1
111,230,4,9,1,1
112,47,2,9,1,1
113,261,1,9,1,1
114,197,1,9,0,1
115,37,2,9,0,1
116,231,2,9,1,1
117,251,1,9,0,1
118,152,1,9,0,1
119,107,2,9,0,1
120,118,4,9,0,1
121,186,3,9,1,1
122,69,3,9,1,1
123,8,2,9,0,1
124,249,4,9,0,1
125,273,4,9,0,1
126,203,4,9,0,1
127,257,2,9,1,1
128,126,4,9,0,1
129,36,2,10,1,1
130,130,3,10,0,1
131,207,3,10,0,1
132,187,4,10,1,1
133,242,2,10,1,1
134,209,3,10,0,1
135,170,3,10,1,1
136,76,3,10,1,1
137,92,2,10,1,1
138,227,2,10,0,1
139,105,1,10,0,1
140,22,1,10,0,1
141,232,2,10,0,1
142,117,2,10,0,1
143,46,3,10,0,1
144,2,4,11,0,1
145,183,1,11,1,1
146,103,3,11,0,1
147,105,4,11,1,1
148,122,4,11,1,1
149,142,1,11,0,1
150,83,4,11,1,1
151,131,2,11,1,1
152,280,4,11,1,1
153,47,4,11,0,1
154,82,2,11,0,1
155,201,3,11,0,1
156,156,4,11,0,1
157,188,1,11,0,1
158,215,1,11,1,1
159,226,2,11,0,1
160,33,1,12,0,1
161,184,1,12,0,1
162,210,4,12,0,1
163,195,2,12,1,1
164,168,4,12,0,1
165,11,1,12,0,1
166,54,3,12,0,1
167,91,4,12,1,1
168,175,4,12,0,1
169,59,1,12,1,1
170,21,2,12,1,1
171,264,2,12,0,1
172,56,2,12,1,1
173,263,2,12,0,1
174,163,1,12,1,1
175,66,2,12,1,1
176,137,2,12,1,1
177,188,1,12,0,1
178,73,3,13,0,1
179,32,1,13,0,1
180,153,1,13,1,1
181,61,3,13,1,1
182,87,3,13,1,1
183,268,1,13,0,1
184,85,2,13,1,1
185,259,2,13,1,1
186,112,1,13,0,1
187,3,1,13,1,1
188,84,2,13,0,1
189,42,2,13,1,1
190,267,4,13,1,1
191,121,3,13,0,1
192,146,4,13,1,1
193,70,2,13,1,1
194,233,1,13,0,1
195,29,1,14,0,1
196,230,1,14,1,1
197,119,2,14,0,1
198,255,3,14,1,1
199,146,1,14,1,1
200,240,2,14,0,1
201,97,3,14,1,1
202,110,2,14,1,1
203,163,2,14,1,1
204,248,1,14,1,1
205,38,2,15,1,1
206,12,4,15,0,1
207,112,4,15,0,1
208,166,2,15,0,1
209,254,3,15,0,1
210,81,2,15,0,1
211,150,4,15,0,1
212,214,3,15,0,1
213,90,1,15,0,1
214,26,1,15,1,1
215,120,3,15,1,1
216,8,2,15,1,1
217,182,1,15,0,1
218,30,1,15,1,1
219,54,1,15,1,1
220,141,3,15,0,1
221,277,4,15,1,1
222,105,4,16,0,1
223,170,2,16,1,1
224,236,4,16,0,1
225,195,3,16,1,1
226,109,1,16,0,1
227,158,2,16,1,1
228,69,3,16,0,1
229,199,3,16,1,1
230,94,2,16,0,1
231,22,4,16,0,1
232,82,1,16,1,1
233,85,4,17,0,1
234,7,4,17,1,1
235,49,2,17,1,1
236,239,3,17,1,1
237,182,2,17,1,1
238,236,1,17,0,1
239,75,3,17,0,1
240,245,4,17,0,1
241,59,4,18,1,1
242,270,4,18,1,1
243,116,2,18,0,1
244,64,2,18,1,1
245,226,1,18,1,1
246,100,2,18,0,1
247,138,3,18,0,1
248,205,3,18,0,1
249,227,1,18,1,1
250,107,1,18,1,1
251,27,2,18,0,1
252,75,4,19,1,1
253,221,1,19,0,1
254,261,3,19,1,1
255,158,1,19,1,1
256,259,4,19,1,1
257,165,4,19,1,1
258,271,3,19,0,1
259,209,2,19,1,1
260,51,2,19,0,1
261,141,4,19,0,1
