id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,228,3,1,1,1
2,39,2,1,0,1
3,246,1,1,0,1
4,256,2,1,1,1
5,4,4,1,1,1
6,104,4,1,1,1
7,46,4,1,0,1
8,148,1,1,1,1
9,29,2,2,0,1
10,11,1,2,1,1
11,260,2,2,1,1
12,270,4,2,1,1
13,100,3,2,0,1
14,178,3,2,0,1
15,19,4,2,0,1
16,59,1,3,1,1
17,12,4,3,0,1
18,131,1,3,0,1
19,42,3,3,1,1
20,274,3,3,0,1
21,118,3,3,1,1
22,262,1,3,1,1
23,203,2,4,1,1
24,163,3,4,0,1
25,151,3,4,0,1
26,196,4,4,1,1
27,2,3,4,0,1
28,220,4,5,1,1
29,259,3,5,1,1
30,3,4,5,1,1
31,229,1,5,1,1
32,215,3,6,1,1
33,279,2,6,1,1
34,64,2,6,1,1
35,255,3,6,1,1
36,178,1,6,0,1
37,29,3,6,0,1
38,74,2,6,0,1
39,214,4,7,1,1
40,225,1,7,0,1
41,29,1,7,1,1
42,131,4,7,1,1
43,61,1,7,0,1
44,254,1,7,1,1
45,88,1,7,1,1
46,241,1,8,1,1
47,73,2,8,1,1
48,245,3,8,1,1
49,53,4,8,0,1
50,210,4,8,1,1
51,9,3,8,1,1
52,177,2,8,0,1
53,155,3,8,0,1
54,106,4,9,1,1
55,60,3,9,0,1
56,221,2,9,1,1
57,41,4,9,0,1
58,136,1,9,0,1
59,4,1,9,1,1
60,52,2,9,0,1
61,133,3,9,1,1
62,228,3,9,0,1
63,39,1,9,0,1
64,198,1,9,1,1
65,194,2,10,1,1
66,10,3,10,1,1
67,136,2,10,1,1
68,270,4,10,1,1
69,32,4,10,1,1
70,205,2,10,1,1
71,179,1,11,0,1
72,166,3,11,0,1
73,139,3,11,1,1
74,158,2,11,0,1
75,118,2,11,0,1
76,21,1,11,1,1
77,80,4,11,1,1
78,154,2,11,0,1
79,173,3,11,1,1
80,253,1,11,0,1
81,274,1,12,0,1
82,27,1,12,0,1
83,184,4,12,0,1
84,167,4,12,0,1
85,131,1,12,0,1
86,98,4,12,1,1
87,276,3,12,1,1
88,278,3,12,0,1
89,262,4,12,0,1
90,25,1,12,0,1
91,216,2,12,0,1
92,159,2,12,0,1
93,245,3,12,0,1
94,29,1,13,0,1
95,82,3,13,0,1
96,15,1,13,1,1
97,140,3,13,1,1
98,213,3,13,1,1
99,78,2,13,1,1
100,62,3,13,1,1
101,91,1,13,0,1
102,124,3,13,1,1
103,200,2,13,1,1
104,138,1,13,1,1
105,108,2,14,0,1
106,253,2,14,1,1
107,269,1,14,0,1
108,175,3,14,1,1
109,37,3,14,1,1
110,171,2,14,0,1
111,105,1,14,1,1
112,271,4,14,0,1
113,79,4,14,0,1
114,192,2,14,0,1
115,145,3,14,0,1
116,52,4,14,0,1
117,185,4,14,1,1
118,15,4,15,1,1
119,52,2,15,1,1
120,13,1,15,1,1
121,246,4,15,1,1
122,236,1,16,1,1
123,33,1,16,1,1
124,115,2,16,1,1
125,34,4,16,1,1
126,158,3,16,1,1
127,262,3,16,0,1
128,71,4,16,1,1
129,271,3,16,0,1
130,98,1,17,1,1
131,59,4,17,1,1
132,186,3,17,1,1
133,270,2,17,0,1
134,172,2,17,0,1
135,18,2,17,0,1
136,103,2,17,1,1
137,46,1,17,1,1
138,63,1,17,0,1
139,15,1,18,0,1
140,252,2,18,1,1
141,221,1,18,1,1
142,104,3,18,1,1
143,230,4,18,0,1
144,208,4,18,0,1
145,171,4,18,1,1
146,108,3,18,0,1
