id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,88,2,1,0,1
2,50,4,1,0,1
3,95,4,2,0,1
4,59,4,3,0,1
5,143,3,4,0,1
6,253,3,4,1,1
7,177,4,5,1,1
8,29,2,5,0,1
9,110,1,6,0,1
10,16,4,6,1,1
11,140,3,6,1,1
12,121,2,7,1,1
13,279,4,7,1,1
14,228,1,8,1,1
15,136,3,9,0,1
16,250,3,9,1,1
17,39,2,9,0,1
18,110,1,10,0,1
19,260,1,11,1,1
20,256,2,11,1,1
21,200,1,12,0,1
22,173,3,12,1,1
23,96,2,12,1,1
24,263,4,13,1,1
25,35,3,14,1,1
26,204,3,14,1,1
27,182,1,15,1,1
28,233,4,15,0,1
29,111,2,15,1,1
30,208,4,15,1,1
31,234,1,16,0,1
32,90,2,16,1,1
33,154,1,16,0,1
34,275,3,17,1,1
35,154,1,17,0,1
36,93,1,19,0,1
37,173,3,19,0,1
38,101,2,19,0,1
39,212,3,20,0,1
40,116,2,20,1,1
41,138,3,21,1,1
42,194,1,21,1,1
43,273,4,23,0,1
44,92,4,23,1,1
45,233,3,23,1,1
46,207,4,24,1,1
47,267,2,24,0,1
48,9,3,24,0,1
49,99,3,24,1,1
50,186,3,25,1,1
51,79,2,26,0,1
52,65,1,26,0,1
53,198,2,26,1,1
54,175,1,27,0,1
55,165,4,27,1,1
56,184,4,27,0,1
57,14,1,27,0,1
58,97,3,27,1,1
59,125,1,27,1,1
60,68,4,28,1,1
61,201,4,29,0,1
62,239,1,29,0,1
63,79,4,29,0,1
64,205,1,32,0,1
65,39,3,33,0,1
66,234,4,33,1,1
67,280,3,33,0,1
68,163,4,33,0,1
69,103,4,34,1,1
70,226,3,34,1,1
