id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,72,1,1,0,1
2,63,3,2,0,1
3,187,4,3,1,1
4,237,3,4,0,1
5,97,1,5,1,1
6,219,2,6,1,1
7,189,2,6,1,1
8,2,4,7,0,1
9,169,1,7,0,1
10,108,4,7,0,1
11,257,3,10,1,1
12,1,2,11,1,1
13,130,1,11,0,1
14,119,2,12,1,1
15,130,2,14,1,1
16,215,1,14,1,1
17,90,3,14,1,1
18,220,1,15,0,1
19,132,2,15,0,1
20,10,3,15,1,1
21,50,2,16,1,1
22,203,2,18,0,1
23,133,3,19,0,1
24,43,2,19,0,1
25,96,4,20,0,1
26,171,4,22,0,1
27,54,3,23,0,1
28,207,2,24,1,1
29,68,3,24,0,1
30,257,1,25,1,1
31,76,4,25,1,1
32,215,4,26,1,1
33,53,4,29,1,1
34,81,2,30,1,1
35,26,3,33,0,1
36,161,1,33,1,1
37,192,2,34,0,1
38,154,2,35,1,1
39,119,1,35,1,1
40,180,1,35,0,1
