id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,216,3,3,1,1
2,163,1,4,1,1
3,259,3,4,1,1
4,163,3,5,0,1
5,5,4,5,0,1
6,34,2,5,0,1
7,242,2,7,1,1
8,136,3,8,1,1
9,236,3,8,1,1
10,59,3,9,0,1
11,155,2,9,1,1
12,177,1,10,0,1
13,9,3,12,0,1
14,173,2,13,0,1
15,102,1,13,1,1
16,14,4,15,0,1
17,137,1,15,0,1
18,54,2,16,0,1
19,35,3,16,0,1
20,58,2,17,0,1
21,41,3,17,1,1
22,53,2,19,1,1
23,12,3,19,1,1
24,178,3,20,1,1
25,79,2,20,1,1
26,151,1,21,1,1
27,195,2,22,1,1
28,140,2,22,1,1
29,149,2,22,0,1
30,125,1,23,1,1
31,35,4,23,1,1
32,137,2,23,1,1
33,237,4,23,1,1
34,242,2,23,0,1
35,76,4,24,1,1
36,59,2,24,0,1
37,158,4,24,0,1
38,180,4,25,1,1
39,117,2,26,1,1
40,58,1,27,1,1
41,265,4,27,1,1
42,23,4,28,1,1
43,30,2,30,0,1
44,40,3,30,1,1
45,47,2,31,0,1
46,174,4,33,1,1
47,161,4,33,1,1
48,15,1,34,1,1
49,261,4,35,1,1
50,204,4,35,1,1
