id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,52,3,4,0,1
2,68,2,6,1,1
3,249,3,7,1,1
4,9,3,7,1,1
5,138,1,8,0,1
6,47,1,8,0,1
7,273,2,8,0,1
8,200,2,9,1,1
9,141,2,10,0,1
10,132,3,11,1,1
11,17,1,11,0,1
12,191,2,13,1,1
13,12,4,14,0,1
14,21,1,15,1,1
15,147,4,16,1,1
16,27,3,16,1,1
17,228,2,16,1,1
18,229,3,17,0,1
19,203,1,19,1,1
20,42,2,20,0,1
21,185,4,21,0,1
22,146,3,22,1,1
23,273,3,23,1,1
24,182,1,29,0,1
25,225,2,30,1,1
26,128,3,31,1,1
27,122,3,32,1,1
28,232,2,33,1,1
29,24,2,33,1,1
30,38,4,35,1,1
