id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,72,3,1,1,1
2,86,3,1,1,1
3,5,2,1,1,1
4,163,3,1,1,1
5,266,4,1,0,1
6,234,3,1,1,1
7,3,3,1,1,1
8,174,2,1,0,1
9,98,4,1,1,1
10,31,2,1,0,1
11,147,3,1,0,1
12,113,4,1,0,1
13,139,2,1,1,1
14,237,2,1,1,1
15,40,3,1,1,1
16,122,2,2,0,1
17,17,1,2,0,1
18,106,3,2,0,1
19,201,1,2,0,1
20,27,2,2,1,1
21,184,1,2,0,1
22,82,4,2,0,1
23,164,3,2,1,1
24,42,4,2,0,1
25,119,2,2,0,1
26,4,4,2,1,1
27,62,2,2,1,1
28,71,4,2,1,1
29,144,4,3,1,1
30,61,2,3,1,1
31,97,3,3,1,1
32,208,3,3,0,1
33,115,4,3,0,1
34,16,1,3,1,1
35,107,1,3,1,1
36,130,4,3,1,1
37,225,1,3,1,1
38,83,1,3,0,1
39,222,3,3,0,1
40,153,2,3,0,1
41,15,4,3,0,1
42,70,4,3,1,1
43,157,4,3,0,1
44,135,2,4,1,1
45,56,4,4,1,1
46,67,1,4,1,1
47,217,3,4,0,1
48,171,3,4,1,1
49,40,1,4,0,1
50,197,3,4,0,1
51,110,4,4,1,1
52,126,2,4,1,1
53,192,1,4,0,1
54,109,4,4,1,1
55,4,2,4,0,1
56,21,1,4,1,1
57,158,1,4,0,1
58,125,3,5,0,1
59,259,3,5,0,1
60,27,2,5,1,1
61,104,3,5,1,1
62,151,3,5,1,1
63,31,2,5,1,1
64,254,2,6,1,1
65,177,2,6,0,1
66,252,4,6,1,1
67,175,1,6,0,1
68,4,4,6,1,1
69,88,2,6,0,1
70,31,2,6,1,1
71,172,4,6,1,1
72,17,3,6,0,1
73,183,1,6,1,1
74,129,3,6,0,1
75,83,1,6,0,1
76,139,4,6,1,1
77,189,4,6,1,1
78,217,3,6,1,1
79,84,3,6,0,1
80,88,4,7,0,1
81,97,1,7,0,1
82,186,4,7,0,1
83,239,4,7,1,1
84,211,4,7,1,1
85,241,1,7,0,1
86,244,2,8,1,1
87,49,1,8,1,1
88,237,2,8,1,1
89,266,1,8,1,1
90,213,2,8,1,1
91,241,3,8,0,1
92,19,4,8,0,1
93,182,2,9,1,1
94,91,3,9,0,1
95,179,4,9,1,1
96,244,4,9,1,1
97,104,3,9,0,1
98,211,4,9,1,1
99,47,1,9,0,1
100,142,4,9,0,1
101,171,2,9,1,1
102,194,1,9,0,1
103,86,4,10,0,1
104,74,2,10,0,1
105,255,1,10,0,1
106,171,1,10,1,1
107,26,4,10,1,1
108,173,3,10,0,1
109,53,4,10,1,1
110,213,4,10,1,1
111,236,3,10,1,1
112,91,4,10,1,1
113,37,2,10,0,1
114,206,4,10,1,1
115,90,4,11,1,1
116,71,2,11,1,1
117,56,1,11,1,1
118,20,4,11,1,1
119,153,1,11,1,1
120,112,3,11,0,1
121,206,2,11,0,1
122,134,3,11,0,1
123,105,1,11,0,1
124,17,3,11,0,1
125,58,3,11,1,1
126,147,1,11,1,1
127,111,2,11,1,1
128,253,4,12,1,1
129,16,1,12,0,1
130,124,2,12,0,1
131,149,3,12,0,1
132,38,2,12,0,1
133,277,4,12,0,1
134,235,3,12,0,1
135,55,1,12,0,1
136,43,3,12,0,1
137,17,4,12,0,1
138,179,3,12,0,1
139,6,4,12,1,1
140,79,4,12,0,1
141,273,4,13,1,1
142,214,1,13,0,1
143,68,1,13,0,1
144,189,1,13,1,1
145,39,1,13,1,1
146,174,1,13,1,1
147,235,3,13,1,1
148,252,3,14,1,1
149,98,4,14,1,1
150,136,3,14,1,1
151,189,2,14,0,1
152,195,2,14,0,1
153,127,2,14,1,1
154,100,3,14,0,1
155,77,1,14,1,1
156,21,3,14,0,1
157,121,4,14,0,1
158,45,3,14,0,1
159,108,2,14,1,1
160,258,3,15,1,1
161,143,2,15,1,1
162,255,1,15,1,1
163,26,4,15,1,1
164,275,3,15,1,1
165,27,2,15,1,1
166,86,4,15,0,1
167,215,1,15,0,1
168,164,2,15,0,1
169,127,2,15,1,1
170,81,1,15,1,1
171,36,1,15,0,1
172,80,3,15,1,1
173,45,1,15,0,1
174,85,3,15,0,1
175,30,2,15,1,1
176,233,2,16,1,1
177,272,4,16,1,1
178,61,1,16,1,1
179,196,1,16,1,1
180,11,4,16,1,1
181,170,3,16,0,1
