id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,28,1,1,0,1
2,225,3,1,1,1
3,184,4,1,1,1
4,126,2,1,1,1
5,148,3,1,1,1
6,145,1,1,1,1
7,173,1,1,1,1
8,177,1,1,1,1
9,53,1,1,1,1
10,218,2,1,0,1
11,54,1,1,0,1
12,111,2,1,0,1
13,64,1,1,1,1
14,77,4,2,1,1
15,3,3,2,1,1
16,259,2,2,0,1
17,145,1,2,1,1
18,129,2,2,0,1
19,144,2,2,1,1
20,93,4,2,0,1
21,91,2,2,1,1
22,269,3,2,1,1
23,276,1,2,0,1
24,202,3,2,1,1
25,181,4,2,0,1
26,214,3,2,0,1
27,73,3,2,1,1
28,76,4,2,0,1
29,191,4,2,0,1
30,52,2,3,0,1
31,233,4,3,1,1
32,48,2,3,1,1
33,265,1,3,1,1
34,200,1,3,0,1
35,37,2,3,0,1
36,234,2,3,1,1
37,255,1,3,0,1
38,154,1,3,0,1
39,109,2,3,0,1
40,120,4,3,0,1
41,189,3,3,1,1
42,70,3,3,1,1
43,8,2,3,0,1
44,253,4,3,0,1
45,264,4,3,0,1
46,206,4,3,0,1
47,261,2,3,1,1
48,128,4,3,0,1
49,34,2,3,1,1
50,121,3,3,0,1
51,208,3,4,0,1
52,188,4,4,1,1
53,243,2,4,1,1
54,211,3,4,0,1
55,171,3,4,1,1
56,76,3,4,1,1
57,93,2,4,1,1
58,229,2,4,0,1
59,105,1,4,0,1
60,22,1,4,0,1
61,234,2,4,0,1
62,118,2,4,0,1
63,47,3,4,0,1
64,2,4,4,0,1
65,174,1,4,1,1
66,104,3,5,0,1
67,105,4,5,1,1
68,123,4,5,1,1
69,143,1,5,0,1
70,83,4,5,1,1
71,132,2,5,1,1
72,2,4,5,1,1
73,47,4,5,0,1
74,276,2,5,0,1
75,202,3,5,0,1
76,157,4,5,0,1
77,197,1,6,0,1
78,225,1,6,1,1
79,237,2,6,0,1
80,33,1,6,0,1
81,182,1,6,0,1
82,208,4,6,0,1
83,193,2,6,1,1
84,166,4,6,0,1
85,11,1,6,0,1
86,53,3,6,0,1
87,90,4,6,1,1
88,173,4,6,0,1
89,61,1,7,1,1
90,22,2,7,1,1
91,273,2,7,0,1
92,58,2,7,1,1
93,272,2,7,0,1
94,168,1,7,1,1
95,68,2,7,1,1
96,142,2,7,1,1
97,194,1,7,0,1
98,73,3,8,0,1
99,32,1,8,0,1
100,153,1,8,1,1
101,61,3,8,1,1
102,87,3,8,1,1
103,268,1,8,0,1
104,85,2,8,1,1
105,259,2,8,1,1
106,112,1,8,0,1
107,3,1,8,1,1
108,84,2,8,0,1
109,42,2,8,1,1
110,267,4,8,1,1
111,121,3,8,0,1
112,153,4,9,1,1
113,74,2,9,1,1
114,246,1,9,0,1
115,29,1,9,0,1
116,228,1,9,1,1
117,118,2,9,0,1
118,253,3,9,1,1
119,145,1,9,1,1
120,237,2,9,0,1
121,96,3,9,1,1
122,109,2,9,1,1
123,161,2,9,1,1
124,245,1,9,1,1
125,36,2,9,1,1
126,12,4,9,0,1
127,107,4,9,0,1
128,158,2,9,0,1
129,242,3,9,0,1
130,77,2,9,0,1
131,143,4,9,0,1
132,219,3,10,0,1
133,92,1,10,0,1
134,27,1,10,1,1
135,123,3,10,1,1
136,9,2,10,1,1
137,186,1,10,0,1
138,31,1,10,1,1
139,55,1,10,1,1
140,145,3,10,0,1
141,171,4,10,1,1
142,101,4,10,0,1
143,164,2,10,1,1
144,237,4,11,0,1
145,196,3,11,1,1
146,110,1,11,0,1
147,159,2,11,1,1
148,69,3,11,0,1
149,201,3,11,1,1
150,95,2,11,0,1
151,22,4,11,0,1
152,83,1,11,1,1
153,82,4,11,0,1
154,7,4,11,1,1
155,48,2,11,1,1
156,231,3,11,1,1
157,176,2,11,1,1
158,240,1,12,0,1
159,76,3,12,0,1
160,250,4,12,0,1
161,58,4,12,1,1
162,267,4,12,1,1
163,114,2,12,0,1
164,63,2,12,1,1
165,224,1,12,1,1
166,99,2,12,0,1
167,136,3,12,0,1
168,202,3,12,0,1
169,273,1,12,1,1
170,106,1,12,1,1
171,26,2,12,0,1
172,71,4,12,1,1
173,210,1,12,0,1
174,248,3,12,1,1
175,150,1,12,1,1
176,263,4,13,1,1
177,167,4,13,1,1
178,275,3,13,0,1
179,212,2,13,1,1
180,52,2,13,0,1
181,143,4,13,0,1
182,176,4,13,1,1
183,238,2,13,0,1
184,164,3,13,0,1
185,271,4,13,1,1
186,35,3,13,0,1
187,79,4,13,1,1
188,128,3,13,0,1
189,270,2,13,0,1
190,64,1,14,1,1
191,51,3,14,1,1
192,187,1,14,0,1
193,91,1,14,0,1
194,219,4,14,0,1
195,151,1,14,1,1
196,280,3,14,0,1
197,188,2,14,0,1
198,14,3,14,1,1
199,156,3,14,1,1
200,269,2,14,1,1
201,102,1,15,0,1
202,156,4,15,1,1
203,258,2,15,1,1
204,72,3,15,1,1
205,230,4,15,1,1
206,49,2,15,0,1
207,242,4,15,1,1
208,77,4,15,0,1
209,232,4,15,0,1
210,219,3,15,0,1
211,52,3,15,0,1
212,264,2,15,0,1
213,68,4,15,1,1
214,208,3,15,1,1
215,216,4,15,0,1
216,132,4,15,0,1
217,274,4,15,0,1
218,27,4,15,0,1
219,39,2,16,0,1
220,240,4,16,0,1
221,6,2,16,1,1
222,202,1,16,1,1
223,226,2,16,1,1
224,32,1,16,0,1
225,134,4,16,0,1
226,95,2,16,0,1
227,211,3,16,1,1
228,80,4,17,1,1
229,231,3,17,1,1
230,49,3,17,0,1
231,240,1,17,0,1
232,256,2,17,0,1
233,53,4,17,1,1
234,14,1,17,1,1
235,150,1,17,0,1
236,3,2,17,0,1
237,225,4,17,0,1
238,255,2,18,1,1
239,197,3,18,1,1
240,68,1,18,1,1
241,164,1,18,1,1
242,260,2,18,0,1
243,247,1,18,0,1
244,167,4,18,0,1
245,217,4,18,1,1
246,228,1,18,0,1
247,152,3,18,0,1
248,1,1,18,0,1
249,71,2,19,1,1
250,121,3,19,1,1
251,120,4,19,0,1
252,243,3,19,1,1
253,19,2,19,1,1
254,94,4,19,1,1
255,49,4,19,0,1
