id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,48,4,1,0,1
2,144,4,1,0,1
3,217,2,1,1,1
4,100,1,1,0,1
5,81,2,1,0,1
6,42,1,1,0,1
7,249,3,1,0,1
8,75,4,1,0,1
9,96,3,2,0,1
10,14,2,2,1,1
11,57,1,2,0,1
12,146,2,2,1,1
13,66,3,2,0,1
14,163,2,2,0,1
15,223,4,2,1,1
16,106,2,2,0,1
17,220,1,3,0,1
18,200,4,3,1,1
19,278,2,3,1,1
20,6,2,3,1,1
21,182,3,3,0,1
22,147,3,3,1,1
23,263,4,3,0,1
24,190,1,3,1,1
25,128,3,3,0,1
26,81,4,3,1,1
27,114,1,3,0,1
28,107,4,3,0,1
29,28,4,3,1,1
30,272,3,3,0,1
31,207,3,3,0,1
32,126,3,3,0,1
33,90,1,4,0,1
34,109,3,4,1,1
35,197,2,4,1,1
36,249,2,4,0,1
37,209,3,4,1,1
38,38,4,4,1,1
39,33,1,4,0,1
40,27,4,4,0,1
41,75,4,4,1,1
42,14,2,5,1,1
43,47,4,5,1,1
44,270,2,5,0,1
45,50,3,5,1,1
46,128,4,5,1,1
47,199,2,5,0,1
48,135,2,5,0,1
49,154,2,5,0,1
50,206,3,5,0,1
51,272,2,6,1,1
52,110,2,6,1,1
53,182,4,6,1,1
54,15,4,6,0,1
55,247,1,6,1,1
56,245,4,6,0,1
57,280,1,6,1,1
58,105,1,6,0,1
59,94,1,6,0,1
60,192,2,6,0,1
61,167,2,6,0,1
62,229,4,6,1,1
63,253,4,6,1,1
64,263,1,6,0,1
65,241,2,6,0,1
66,9,4,6,0,1
67,25,1,7,0,1
68,101,1,7,1,1
69,31,1,7,1,1
70,111,1,7,1,1
71,204,3,7,0,1
72,241,1,7,0,1
73,90,3,7,1,1
74,247,2,7,1,1
75,177,2,7,0,1
76,114,4,7,0,1
77,233,1,8,1,1
78,277,2,8,1,1
79,106,2,8,0,1
80,135,3,8,0,1
81,171,3,8,1,1
82,113,1,8,1,1
83,172,4,8,0,1
84,166,2,8,1,1
85,220,2,8,1,1
86,161,1,8,1,1
87,74,2,8,0,1
88,125,1,8,0,1
89,116,2,8,1,1
90,96,4,8,0,1
91,243,4,8,0,1
92,98,4,9,0,1
93,151,1,9,0,1
94,58,1,9,0,1
95,138,3,9,1,1
96,46,1,9,0,1
97,144,2,9,0,1
98,196,3,9,0,1
99,82,1,9,1,1
100,162,3,9,0,1
101,229,1,9,0,1
102,244,2,9,0,1
103,219,1,10,1,1
104,62,3,10,1,1
105,177,2,10,1,1
106,198,1,10,1,1
107,1,2,10,1,1
108,166,3,10,0,1
109,259,2,10,1,1
110,24,3,10,0,1
111,64,2,11,1,1
112,258,1,11,0,1
113,56,2,11,0,1
114,85,2,11,1,1
115,188,2,11,0,1
116,60,1,11,1,1
117,126,3,11,0,1
118,142,1,11,0,1
119,116,2,11,1,1
120,133,2,11,0,1
121,51,3,11,1,1
122,30,1,12,0,1
123,263,4,12,0,1
124,36,4,12,0,1
125,93,2,12,1,1
126,223,1,12,1,1
127,39,3,12,1,1
128,150,2,12,1,1
129,238,4,12,0,1
130,257,3,12,0,1
131,125,1,12,1,1
132,72,4,12,0,1
133,50,3,12,1,1
134,196,1,13,1,1
135,35,1,13,1,1
136,43,4,13,0,1
137,195,1,13,1,1
138,111,1,13,0,1
139,69,3,13,0,1
140,81,1,13,0,1
141,146,3,13,1,1
142,45,2,13,1,1
143,6,4,13,0,1
144,1,3,13,1,1
145,135,1,13,1,1
146,246,3,13,0,1
147,253,1,13,1,1
148,92,4,13,0,1
149,152,1,14,0,1
150,98,3,14,0,1
151,140,4,14,1,1
152,25,3,14,1,1
153,77,2,14,0,1
154,105,4,14,0,1
155,215,2,14,0,1
156,40,3,14,0,1
157,107,1,14,0,1
158,252,4,14,1,1
159,68,2,14,0,1
160,197,4,14,1,1
161,83,4,14,0,1
162,127,1,14,0,1
163,176,1,14,0,1
164,182,1,14,1,1
165,116,1,14,1,1
166,7,1,15,1,1
167,115,1,15,1,1
168,234,2,15,1,1
169,254,2,15,0,1
170,161,4,15,0,1
171,232,3,15,1,1
172,98,4,15,1,1
173,233,3,15,1,1
174,243,3,15,0,1
175,171,4,15,0,1
176,112,1,16,0,1
177,71,1,16,0,1
178,277,2,16,0,1
179,177,2,16,0,1
180,209,3,16,0,1
181,242,1,16,1,1
182,127,1,16,1,1
183,75,3,16,1,1
184,129,3,16,1,1
185,9,4,16,1,1
186,64,4,17,0,1
187,151,3,17,0,1
188,112,4,17,0,1
189,210,2,17,0,1
190,230,1,17,1,1
191,154,4,17,0,1
192,156,3,17,0,1
193,164,4,17,1,1
194,275,4,17,1,1
195,134,4,18,1,1
196,96,1,18,1,1
197,226,3,18,0,1
198,222,2,18,1,1
199,78,3,18,0,1
200,59,2,18,1,1
201,69,3,18,0,1
202,275,4,18,1,1
203,151,2,18,1,1
204,143,1,18,0,1
205,83,4,18,0,1
206,234,2,19,0,1
207,23,2,19,1,1
208,112,2,19,1,1
209,250,3,19,1,1
210,242,4,19,0,1
211,62,3,19,0,1
212,65,2,19,0,1
213,255,4,19,0,1
214,183,2,20,1,1
215,79,1,20,1,1
216,33,1,20,1,1
217,197,4,20,1,1
218,160,4,20,1,1
219,36,3,20,0,1
220,46,2,20,1,1
221,198,3,20,0,1
222,8,1,21,1,1
223,75,4,21,0,1
224,268,4,21,1,1
225,7,1,21,1,1
226,220,2,21,1,1
227,216,4,21,1,1
228,27,1,21,0,1
229,196,2,21,0,1
230,13,1,21,0,1
231,17,1,21,1,1
232,214,1,21,0,1
233,209,3,21,0,1
234,265,1,21,0,1
235,253,3,21,1,1
236,206,4,22,0,1
237,268,1,22,1,1
238,37,3,22,0,1
239,186,2,22,0,1
240,105,2,22,1,1
241,149,3,22,0,1
242,257,4,22,0,1
243,245,1,22,0,1
244,62,1,22,1,1
245,25,4,23,1,1
246,61,1,23,1,1
247,190,1,23,1,1
248,120,3,23,1,1
249,134,1,23,0,1
250,199,1,23,0,1
251,87,2,23,0,1
252,229,3,23,1,1
253,223,1,23,0,1
254,83,2,23,1,1
255,228,4,24,0,1
256,8,2,24,1,1
257,233,3,24,0,1
258,136,1,24,0,1
259,29,2,24,1,1
260,160,4,24,1,1
261,43,4,25,1,1
262,257,3,25,1,1
263,203,4,25,0,1
264,41,3,25,1,1
265,58,1,25,0,1
266,136,1,25,0,1
267,80,4,25,0,1
268,181,3,25,0,1
269,28,1,25,0,1
270,216,3,26,1,1
271,83,3,26,1,1
272,45,4,26,1,1
273,72,2,26,0,1
274,268,2,26,0,1
275,57,2,26,1,1
276,249,1,26,1,1
277,278,2,26,0,1
278,129,4,26,1,1
279,255,1,26,1,1
280,37,3,26,0,1
281,212,1,26,0,1
282,179,4,26,1,1
283,196,4,26,0,1
284,47,2,26,1,1
285,98,1,26,0,1
286,187,4,26,0,1
287,116,4,27,0,1
288,69,4,27,0,1
289,246,3,27,0,1
290,193,3,27,0,1
291,188,3,27,0,1
292,9,2,27,1,1
293,178,4,27,0,1
294,16,1,27,1,1
295,201,1,27,0,1
