id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,252,1,1,1,1
2,181,1,1,1,1
3,276,1,2,1,1
4,46,4,4,0,1
5,143,3,4,0,1
6,176,3,5,1,1
7,225,2,6,1,1
8,117,1,8,0,1
9,16,4,8,1,1
10,146,3,11,0,1
11,38,1,13,1,1
12,103,4,13,1,1
13,194,1,13,1,1
14,37,3,14,0,1
15,220,4,14,0,1
16,15,3,15,0,1
17,228,2,15,1,1
18,243,3,16,1,1
19,56,2,18,1,1
20,170,3,18,0,1
21,278,1,18,0,1
22,12,3,18,0,1
23,39,1,19,0,1
24,63,1,20,0,1
25,164,4,22,1,1
26,188,4,22,0,1
27,202,4,22,1,1
28,142,1,23,1,1
29,180,3,23,0,1
30,11,1,24,1,1
31,55,4,24,1,1
32,209,3,24,0,1
33,86,4,24,0,1
34,207,4,24,1,1
35,239,1,26,0,1
36,28,3,27,1,1
37,168,4,29,1,1
38,202,3,30,1,1
39,160,3,31,1,1
40,66,2,34,1,1
